Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text3428,branch3428,2023-02-22 12:53:54.666249,90,True,text3428,branch3428,2023-02-22 12:53:54.666251,45,False
text3429,branch3429,2023-02-22 12:53:54.666254,34,False,text3429,branch3429,2023-02-22 12:53:54.666256,60,False
text3430,branch3430,2023-02-22 12:53:54.666258,75,True,text3430,branch3430,2023-02-22 12:53:54.666260,81,True
text3431,branch3431,2023-02-22 12:53:54.666262,94,False,text3431,branch3431,2023-02-22 12:53:54.666264,57,True
text3432,branch3432,2023-02-22 12:53:54.666267,47,True,text3432,branch3432,2023-02-22 12:53:54.666269,100,False
text3433,branch3433,2023-02-22 12:53:54.666271,84,True,text3433,branch3433,2023-02-22 12:53:54.666273,22,True
text3434,branch3434,2023-02-22 12:53:54.666276,32,True,text3434,branch3434,2023-02-22 12:53:54.666278,69,True
text3435,branch3435,2023-02-22 12:53:54.666280,28,True,text3435,branch3435,2023-02-22 12:53:54.666282,68,False
text3436,branch3436,2023-02-22 12:53:54.666284,74,True,text3436,branch3436,2023-02-22 12:53:54.666287,71,False
text3437,branch3437,2023-02-22 12:53:54.666291,87,True,text3437,branch3437,2023-02-22 12:53:54.666293,96,True
text3438,branch3438,2023-02-22 12:53:54.666295,70,False,text3438,branch3438,2023-02-22 12:53:54.666298,25,False
text3439,branch3439,2023-02-22 12:53:54.666303,78,False,text3439,branch3439,2023-02-22 12:53:54.666305,19,True
text3440,branch3440,2023-02-22 12:53:54.666307,58,True,text3440,branch3440,2023-02-22 12:53:54.666310,49,True
text3441,branch3441,2023-02-22 12:53:54.666312,41,False,text3441,branch3441,2023-02-22 12:53:54.666314,96,True
text3442,branch3442,2023-02-22 12:53:54.666316,42,True,text3442,branch3442,2023-02-22 12:53:54.666318,11,True
text3443,branch3443,2023-02-22 12:53:54.666321,73,True,text3443,branch3443,2023-02-22 12:53:54.666323,59,False
text3444,branch3444,2023-02-22 12:53:54.666325,62,True,text3444,branch3444,2023-02-22 12:53:54.666327,23,False
text3445,branch3445,2023-02-22 12:53:54.666329,20,True,text3445,branch3445,2023-02-22 12:53:54.666331,62,False
text3446,branch3446,2023-02-22 12:53:54.666333,70,True,text3446,branch3446,2023-02-22 12:53:54.666335,21,False
text3447,branch3447,2023-02-22 12:53:54.666338,31,True,text3447,branch3447,2023-02-22 12:53:54.666340,68,False
text3448,branch3448,2023-02-22 12:53:54.666342,70,True,text3448,branch3448,2023-02-22 12:53:54.666347,99,True
text3449,branch3449,2023-02-22 12:53:54.666350,28,True,text3449,branch3449,2023-02-22 12:53:54.666352,13,True
text3450,branch3450,2023-02-22 12:53:54.666354,36,True,text3450,branch3450,2023-02-22 12:53:54.666356,28,True
text3451,branch3451,2023-02-22 12:53:54.666358,41,True,text3451,branch3451,2023-02-22 12:53:54.666364,27,False
text3452,branch3452,2023-02-22 12:53:54.666366,56,True,text3452,branch3452,2023-02-22 12:53:54.666368,91,False
text3453,branch3453,2023-02-22 12:53:54.666371,70,True,text3453,branch3453,2023-02-22 12:53:54.666373,38,True
text3454,branch3454,2023-02-22 12:53:54.666375,19,True,text3454,branch3454,2023-02-22 12:53:54.666377,78,True
text3455,branch3455,2023-02-22 12:53:54.666379,93,True,text3455,branch3455,2023-02-22 12:53:54.666381,54,True
text3456,branch3456,2023-02-22 12:53:54.666383,50,False,text3456,branch3456,2023-02-22 12:53:54.666386,61,False
text3457,branch3457,2023-02-22 12:53:54.666388,20,False,text3457,branch3457,2023-02-22 12:53:54.666390,73,True
text3458,branch3458,2023-02-22 12:53:54.666392,25,True,text3458,branch3458,2023-02-22 12:53:54.666395,25,True
text3459,branch3459,2023-02-22 12:53:54.666398,42,True,text3459,branch3459,2023-02-22 12:53:54.666400,61,True
text3460,branch3460,2023-02-22 12:53:54.666402,31,True,text3460,branch3460,2023-02-22 12:53:54.666404,28,False
text3461,branch3461,2023-02-22 12:53:54.666406,79,True,text3461,branch3461,2023-02-22 12:53:54.666408,28,True
text3462,branch3462,2023-02-22 12:53:54.666411,11,False,text3462,branch3462,2023-02-22 12:53:54.666413,73,True
text3463,branch3463,2023-02-22 12:53:54.666415,81,True,text3463,branch3463,2023-02-22 12:53:54.666417,24,True
text3464,branch3464,2023-02-22 12:53:54.666419,94,True,text3464,branch3464,2023-02-22 12:53:54.666427,50,True
text3465,branch3465,2023-02-22 12:53:54.666430,78,False,text3465,branch3465,2023-02-22 12:53:54.666432,23,False
text3466,branch3466,2023-02-22 12:53:54.666434,69,True,text3466,branch3466,2023-02-22 12:53:54.666436,31,False
text3467,branch3467,2023-02-22 12:53:54.666438,84,False,text3467,branch3467,2023-02-22 12:53:54.666440,75,True
text3468,branch3468,2023-02-22 12:53:54.666443,37,False,text3468,branch3468,2023-02-22 12:53:54.666445,38,True
text3469,branch3469,2023-02-22 12:53:54.666447,76,True,text3469,branch3469,2023-02-22 12:53:54.666449,98,True
text3470,branch3470,2023-02-22 12:53:54.666452,22,False,text3470,branch3470,2023-02-22 12:53:54.666454,31,False
text3471,branch3471,2023-02-22 12:53:54.666456,32,True,text3471,branch3471,2023-02-22 12:53:54.666458,28,False
text3472,branch3472,2023-02-22 12:53:54.666461,49,False,text3472,branch3472,2023-02-22 12:53:54.666463,96,False
text3473,branch3473,2023-02-22 12:53:54.666465,40,True,text3473,branch3473,2023-02-22 12:53:54.666468,16,True
text3474,branch3474,2023-02-22 12:53:54.666470,99,True,text3474,branch3474,2023-02-22 12:53:54.666472,87,False
text3475,branch3475,2023-02-22 12:53:54.666474,88,True,text3475,branch3475,2023-02-22 12:53:54.666477,16,True
text3476,branch3476,2023-02-22 12:53:54.666479,26,False,text3476,branch3476,2023-02-22 12:53:54.666481,79,True
text3477,branch3477,2023-02-22 12:53:54.666487,47,False,text3477,branch3477,2023-02-22 12:53:54.666489,79,False
text3478,branch3478,2023-02-22 12:53:54.666494,22,True,text3478,branch3478,2023-02-22 12:53:54.666497,53,True
text3479,branch3479,2023-02-22 12:53:54.666499,53,True,text3479,branch3479,2023-02-22 12:53:54.666501,97,False
text3480,branch3480,2023-02-22 12:53:54.666504,21,False,text3480,branch3480,2023-02-22 12:53:54.666506,41,False
text3481,branch3481,2023-02-22 12:53:54.666508,41,True,text3481,branch3481,2023-02-22 12:53:54.666510,48,False
text3482,branch3482,2023-02-22 12:53:54.666512,56,False,text3482,branch3482,2023-02-22 12:53:54.666514,74,False
text3483,branch3483,2023-02-22 12:53:54.666517,13,False,text3483,branch3483,2023-02-22 12:53:54.666519,93,False
text3484,branch3484,2023-02-22 12:53:54.666521,81,True,text3484,branch3484,2023-02-22 12:53:54.666523,29,False
text3485,branch3485,2023-02-22 12:53:54.666525,54,False,text3485,branch3485,2023-02-22 12:53:54.666528,95,True
text3486,branch3486,2023-02-22 12:53:54.666530,53,False,text3486,branch3486,2023-02-22 12:53:54.666532,17,True
text3487,branch3487,2023-02-22 12:53:54.666535,64,True,text3487,branch3487,2023-02-22 12:53:54.666537,31,False
text3488,branch3488,2023-02-22 12:53:54.666539,47,False,text3488,branch3488,2023-02-22 12:53:54.666542,23,True
text3489,branch3489,2023-02-22 12:53:54.666544,84,False,text3489,branch3489,2023-02-22 12:53:54.666549,28,False
text3490,branch3490,2023-02-22 12:53:54.666551,11,False,text3490,branch3490,2023-02-22 12:53:54.666556,41,False
text3491,branch3491,2023-02-22 12:53:54.666559,87,True,text3491,branch3491,2023-02-22 12:53:54.666561,50,True
text3492,branch3492,2023-02-22 12:53:54.666563,37,True,text3492,branch3492,2023-02-22 12:53:54.666566,41,True
text3493,branch3493,2023-02-22 12:53:54.666568,29,False,text3493,branch3493,2023-02-22 12:53:54.666570,48,False
text3494,branch3494,2023-02-22 12:53:54.666572,84,False,text3494,branch3494,2023-02-22 12:53:54.666574,49,True
text3495,branch3495,2023-02-22 12:53:54.666577,83,False,text3495,branch3495,2023-02-22 12:53:54.666579,96,True
text3496,branch3496,2023-02-22 12:53:54.666581,49,True,text3496,branch3496,2023-02-22 12:53:54.666583,59,True
text3497,branch3497,2023-02-22 12:53:54.666585,51,True,text3497,branch3497,2023-02-22 12:53:54.666587,21,False
text3498,branch3498,2023-02-22 12:53:54.666590,85,True,text3498,branch3498,2023-02-22 12:53:54.666592,65,False
text3499,branch3499,2023-02-22 12:53:54.666594,12,False,text3499,branch3499,2023-02-22 12:53:54.666596,42,True
text3500,branch3500,2023-02-22 12:53:54.666598,85,False,text3500,branch3500,2023-02-22 12:53:54.666600,53,True
text3501,branch3501,2023-02-22 12:53:54.666602,24,True,text3501,branch3501,2023-02-22 12:53:54.666604,13,True
text3502,branch3502,2023-02-22 12:53:54.666610,38,False,text3502,branch3502,2023-02-22 12:53:54.666612,94,True
text3503,branch3503,2023-02-22 12:53:54.666614,71,True,text3503,branch3503,2023-02-22 12:53:54.666617,52,True
text3504,branch3504,2023-02-22 12:53:54.666619,90,False,text3504,branch3504,2023-02-22 12:53:54.666621,51,True
text3505,branch3505,2023-02-22 12:53:54.666623,13,True,text3505,branch3505,2023-02-22 12:53:54.666625,56,False
text3506,branch3506,2023-02-22 12:53:54.666628,74,True,text3506,branch3506,2023-02-22 12:53:54.666630,26,True
text3507,branch3507,2023-02-22 12:53:54.666632,74,True,text3507,branch3507,2023-02-22 12:53:54.666634,48,True
text3508,branch3508,2023-02-22 12:53:54.666636,69,True,text3508,branch3508,2023-02-22 12:53:54.666638,19,True
text3509,branch3509,2023-02-22 12:53:54.666641,42,False,text3509,branch3509,2023-02-22 12:53:54.666643,44,False
text3510,branch3510,2023-02-22 12:53:54.666645,73,False,text3510,branch3510,2023-02-22 12:53:54.666647,100,False
text3511,branch3511,2023-02-22 12:53:54.666650,55,False,text3511,branch3511,2023-02-22 12:53:54.666652,46,True
text3512,branch3512,2023-02-22 12:53:54.666654,89,True,text3512,branch3512,2023-02-22 12:53:54.666656,54,False
text3513,branch3513,2023-02-22 12:53:54.666658,15,False,text3513,branch3513,2023-02-22 12:53:54.666661,84,True
text3514,branch3514,2023-02-22 12:53:54.666663,56,False,text3514,branch3514,2023-02-22 12:53:54.666668,60,True
text3515,branch3515,2023-02-22 12:53:54.666671,87,False,text3515,branch3515,2023-02-22 12:53:54.666674,93,True
text3516,branch3516,2023-02-22 12:53:54.666678,12,False,text3516,branch3516,2023-02-22 12:53:54.666681,54,False
text3517,branch3517,2023-02-22 12:53:54.666685,83,True,text3517,branch3517,2023-02-22 12:53:54.666688,22,True
text3518,branch3518,2023-02-22 12:53:54.666692,53,False,text3518,branch3518,2023-02-22 12:53:54.666695,88,False
text3519,branch3519,2023-02-22 12:53:54.666699,100,True,text3519,branch3519,2023-02-22 12:53:54.666701,62,False
text3520,branch3520,2023-02-22 12:53:54.666703,44,True,text3520,branch3520,2023-02-22 12:53:54.666705,19,False
text3521,branch3521,2023-02-22 12:53:54.666707,79,True,text3521,branch3521,2023-02-22 12:53:54.666710,21,False
text3522,branch3522,2023-02-22 12:53:54.666712,52,True,text3522,branch3522,2023-02-22 12:53:54.666714,11,False
text3523,branch3523,2023-02-22 12:53:54.666716,66,False,text3523,branch3523,2023-02-22 12:53:54.666718,16,False
text3524,branch3524,2023-02-22 12:53:54.666720,88,False,text3524,branch3524,2023-02-22 12:53:54.666722,22,True
text3525,branch3525,2023-02-22 12:53:54.666725,31,True,text3525,branch3525,2023-02-22 12:53:54.666727,79,False
text3526,branch3526,2023-02-22 12:53:54.666729,93,False,text3526,branch3526,2023-02-22 12:53:54.666731,11,False
text3527,branch3527,2023-02-22 12:53:54.666734,18,False,text3527,branch3527,2023-02-22 12:53:54.666740,62,True
text3528,branch3528,2023-02-22 12:53:54.666746,79,False,text3528,branch3528,2023-02-22 12:53:54.666749,43,False
text3529,branch3529,2023-02-22 12:53:54.666752,73,True,text3529,branch3529,2023-02-22 12:53:54.666754,62,True
text3530,branch3530,2023-02-22 12:53:54.666756,26,False,text3530,branch3530,2023-02-22 12:53:54.666759,72,False
text3531,branch3531,2023-02-22 12:53:54.666761,94,True,text3531,branch3531,2023-02-22 12:53:54.666763,31,False
text3532,branch3532,2023-02-22 12:53:54.666765,28,True,text3532,branch3532,2023-02-22 12:53:54.666770,83,True
text3533,branch3533,2023-02-22 12:53:54.666773,22,False,text3533,branch3533,2023-02-22 12:53:54.666775,25,True
text3534,branch3534,2023-02-22 12:53:54.666777,68,True,text3534,branch3534,2023-02-22 12:53:54.666780,86,False
text3535,branch3535,2023-02-22 12:53:54.666782,29,True,text3535,branch3535,2023-02-22 12:53:54.666784,30,True
text3536,branch3536,2023-02-22 12:53:54.666792,10,False,text3536,branch3536,2023-02-22 12:53:54.666794,38,True
text3537,branch3537,2023-02-22 12:53:54.666797,36,True,text3537,branch3537,2023-02-22 12:53:54.666799,53,True
text3538,branch3538,2023-02-22 12:53:54.666801,93,False,text3538,branch3538,2023-02-22 12:53:54.666803,76,True
text3539,branch3539,2023-02-22 12:53:54.666806,89,False,text3539,branch3539,2023-02-22 12:53:54.666808,33,False
text3540,branch3540,2023-02-22 12:53:54.666813,62,False,text3540,branch3540,2023-02-22 12:53:54.666816,83,True
text3541,branch3541,2023-02-22 12:53:54.666818,73,True,text3541,branch3541,2023-02-22 12:53:54.666820,22,False
text3542,branch3542,2023-02-22 12:53:54.666823,17,False,text3542,branch3542,2023-02-22 12:53:54.666825,18,True
text3543,branch3543,2023-02-22 12:53:54.666827,10,False,text3543,branch3543,2023-02-22 12:53:54.666830,38,True
text3544,branch3544,2023-02-22 12:53:54.666832,24,True,text3544,branch3544,2023-02-22 12:53:54.666834,55,False
text3545,branch3545,2023-02-22 12:53:54.666836,12,True,text3545,branch3545,2023-02-22 12:53:54.668115,75,True
text3546,branch3546,2023-02-22 12:53:54.668127,82,True,text3546,branch3546,2023-02-22 12:53:54.668130,23,True
text3547,branch3547,2023-02-22 12:53:54.668133,36,True,text3547,branch3547,2023-02-22 12:53:54.668136,77,True
text3548,branch3548,2023-02-22 12:53:54.668140,77,True,text3548,branch3548,2023-02-22 12:53:54.668143,37,False
text3549,branch3549,2023-02-22 12:53:54.668146,68,True,text3549,branch3549,2023-02-22 12:53:54.668160,77,False
text3550,branch3550,2023-02-22 12:53:54.668164,15,True,text3550,branch3550,2023-02-22 12:53:54.668167,34,False
text3551,branch3551,2023-02-22 12:53:54.668171,100,False,text3551,branch3551,2023-02-22 12:53:54.668173,31,False
text3552,branch3552,2023-02-22 12:53:54.668175,85,False,text3552,branch3552,2023-02-22 12:53:54.668177,92,True
text3553,branch3553,2023-02-22 12:53:54.668180,20,True,text3553,branch3553,2023-02-22 12:53:54.668182,68,False
text3554,branch3554,2023-02-22 12:53:54.668184,36,False,text3554,branch3554,2023-02-22 12:53:54.668186,19,True
text3555,branch3555,2023-02-22 12:53:54.668189,80,True,text3555,branch3555,2023-02-22 12:53:54.668191,74,False
text3556,branch3556,2023-02-22 12:53:54.668193,100,False,text3556,branch3556,2023-02-22 12:53:54.668195,77,False
text3557,branch3557,2023-02-22 12:53:54.668198,19,False,text3557,branch3557,2023-02-22 12:53:54.668200,10,False
text3558,branch3558,2023-02-22 12:53:54.668203,23,False,text3558,branch3558,2023-02-22 12:53:54.668205,65,True
text3559,branch3559,2023-02-22 12:53:54.668207,75,False,text3559,branch3559,2023-02-22 12:53:54.668209,92,True
text3560,branch3560,2023-02-22 12:53:54.668211,78,True,text3560,branch3560,2023-02-22 12:53:54.668213,57,False
text3561,branch3561,2023-02-22 12:53:54.668216,63,False,text3561,branch3561,2023-02-22 12:53:54.668218,18,True
text3562,branch3562,2023-02-22 12:53:54.668221,10,True,text3562,branch3562,2023-02-22 12:53:54.668223,61,True
text3563,branch3563,2023-02-22 12:53:54.668225,13,False,text3563,branch3563,2023-02-22 12:53:54.668227,94,False
text3564,branch3564,2023-02-22 12:53:54.668230,47,False,text3564,branch3564,2023-02-22 12:53:54.668232,31,False
text3565,branch3565,2023-02-22 12:53:54.668234,34,False,text3565,branch3565,2023-02-22 12:53:54.668236,64,True
text3566,branch3566,2023-02-22 12:53:54.668238,83,True,text3566,branch3566,2023-02-22 12:53:54.668240,53,True
text3567,branch3567,2023-02-22 12:53:54.668243,32,False,text3567,branch3567,2023-02-22 12:53:54.668245,63,True
text3568,branch3568,2023-02-22 12:53:54.668247,80,False,text3568,branch3568,2023-02-22 12:53:54.668249,58,False
text3569,branch3569,2023-02-22 12:53:54.668251,86,False,text3569,branch3569,2023-02-22 12:53:54.668253,82,False
text3570,branch3570,2023-02-22 12:53:54.668256,18,True,text3570,branch3570,2023-02-22 12:53:54.668258,62,False
text3571,branch3571,2023-02-22 12:53:54.668261,83,False,text3571,branch3571,2023-02-22 12:53:54.668263,63,True
text3572,branch3572,2023-02-22 12:53:54.668265,24,True,text3572,branch3572,2023-02-22 12:53:54.668267,26,True
text3573,branch3573,2023-02-22 12:53:54.668270,81,True,text3573,branch3573,2023-02-22 12:53:54.668272,98,True
text3574,branch3574,2023-02-22 12:53:54.668274,41,True,text3574,branch3574,2023-02-22 12:53:54.668277,21,True
text3575,branch3575,2023-02-22 12:53:54.668279,54,True,text3575,branch3575,2023-02-22 12:53:54.668281,73,False
text3576,branch3576,2023-02-22 12:53:54.668284,46,True,text3576,branch3576,2023-02-22 12:53:54.668286,39,True
text3577,branch3577,2023-02-22 12:53:54.668290,60,False,text3577,branch3577,2023-02-22 12:53:54.668293,10,False
text3578,branch3578,2023-02-22 12:53:54.668295,42,False,text3578,branch3578,2023-02-22 12:53:54.668297,100,False
text3579,branch3579,2023-02-22 12:53:54.668300,74,False,text3579,branch3579,2023-02-22 12:53:54.668302,15,False
text3580,branch3580,2023-02-22 12:53:54.668304,75,False,text3580,branch3580,2023-02-22 12:53:54.668306,82,False
text3581,branch3581,2023-02-22 12:53:54.668308,94,True,text3581,branch3581,2023-02-22 12:53:54.668310,70,True
text3582,branch3582,2023-02-22 12:53:54.668313,50,False,text3582,branch3582,2023-02-22 12:53:54.668315,13,False
text3583,branch3583,2023-02-22 12:53:54.668317,46,False,text3583,branch3583,2023-02-22 12:53:54.668320,83,False
text3584,branch3584,2023-02-22 12:53:54.668322,62,True,text3584,branch3584,2023-02-22 12:53:54.668324,74,False
text3585,branch3585,2023-02-22 12:53:54.668326,83,True,text3585,branch3585,2023-02-22 12:53:54.668328,52,False
text3586,branch3586,2023-02-22 12:53:54.668330,60,False,text3586,branch3586,2023-02-22 12:53:54.668333,59,False
text3587,branch3587,2023-02-22 12:53:54.668344,35,False,text3587,branch3587,2023-02-22 12:53:54.668346,64,True
text3588,branch3588,2023-02-22 12:53:54.668349,37,False,text3588,branch3588,2023-02-22 12:53:54.668351,99,True
text3589,branch3589,2023-02-22 12:53:54.668353,59,True,text3589,branch3589,2023-02-22 12:53:54.668355,13,False
text3590,branch3590,2023-02-22 12:53:54.668360,18,True,text3590,branch3590,2023-02-22 12:53:54.668363,26,False
text3591,branch3591,2023-02-22 12:53:54.668365,59,True,text3591,branch3591,2023-02-22 12:53:54.668367,11,False
text3592,branch3592,2023-02-22 12:53:54.668369,47,False,text3592,branch3592,2023-02-22 12:53:54.668371,95,True
text3593,branch3593,2023-02-22 12:53:54.668374,22,True,text3593,branch3593,2023-02-22 12:53:54.668376,66,False
text3594,branch3594,2023-02-22 12:53:54.668378,59,True,text3594,branch3594,2023-02-22 12:53:54.668380,100,False
text3595,branch3595,2023-02-22 12:53:54.668383,44,False,text3595,branch3595,2023-02-22 12:53:54.668385,52,True
text3596,branch3596,2023-02-22 12:53:54.668387,27,True,text3596,branch3596,2023-02-22 12:53:54.668389,59,True
text3597,branch3597,2023-02-22 12:53:54.668392,64,False,text3597,branch3597,2023-02-22 12:53:54.668394,54,True
text3598,branch3598,2023-02-22 12:53:54.668396,64,False,text3598,branch3598,2023-02-22 12:53:54.668399,71,False
text3599,branch3599,2023-02-22 12:53:54.668401,46,True,text3599,branch3599,2023-02-22 12:53:54.668407,68,False
text3600,branch3600,2023-02-22 12:53:54.668409,35,False,text3600,branch3600,2023-02-22 12:53:54.668411,53,False
text3601,branch3601,2023-02-22 12:53:54.668414,73,False,text3601,branch3601,2023-02-22 12:53:54.668416,93,False
text3602,branch3602,2023-02-22 12:53:54.668418,52,True,text3602,branch3602,2023-02-22 12:53:54.668420,50,False
text3603,branch3603,2023-02-22 12:53:54.668422,22,False,text3603,branch3603,2023-02-22 12:53:54.668424,18,False
text3604,branch3604,2023-02-22 12:53:54.668426,17,False,text3604,branch3604,2023-02-22 12:53:54.668429,84,True
text3605,branch3605,2023-02-22 12:53:54.668431,46,True,text3605,branch3605,2023-02-22 12:53:54.668433,16,False
text3606,branch3606,2023-02-22 12:53:54.668435,43,True,text3606,branch3606,2023-02-22 12:53:54.668437,36,False
text3607,branch3607,2023-02-22 12:53:54.668440,75,True,text3607,branch3607,2023-02-22 12:53:54.668442,26,True
text3608,branch3608,2023-02-22 12:53:54.668444,58,False,text3608,branch3608,2023-02-22 12:53:54.668446,20,True
text3609,branch3609,2023-02-22 12:53:54.668448,87,True,text3609,branch3609,2023-02-22 12:53:54.668450,39,False
text3610,branch3610,2023-02-22 12:53:54.668453,35,True,text3610,branch3610,2023-02-22 12:53:54.668455,40,True
text3611,branch3611,2023-02-22 12:53:54.668458,33,False,text3611,branch3611,2023-02-22 12:53:54.668460,77,True
text3612,branch3612,2023-02-22 12:53:54.668462,27,True,text3612,branch3612,2023-02-22 12:53:54.668468,22,False
text3613,branch3613,2023-02-22 12:53:54.668472,56,False,text3613,branch3613,2023-02-22 12:53:54.668474,48,True
text3614,branch3614,2023-02-22 12:53:54.668476,69,False,text3614,branch3614,2023-02-22 12:53:54.668478,60,True
text3615,branch3615,2023-02-22 12:53:54.668480,59,False,text3615,branch3615,2023-02-22 12:53:54.668482,93,False
text3616,branch3616,2023-02-22 12:53:54.668485,75,True,text3616,branch3616,2023-02-22 12:53:54.668487,27,True
text3617,branch3617,2023-02-22 12:53:54.668489,47,False,text3617,branch3617,2023-02-22 12:53:54.668492,23,True
text3618,branch3618,2023-02-22 12:53:54.668494,55,True,text3618,branch3618,2023-02-22 12:53:54.668496,60,False
text3619,branch3619,2023-02-22 12:53:54.668499,84,False,text3619,branch3619,2023-02-22 12:53:54.668501,60,True
text3620,branch3620,2023-02-22 12:53:54.668509,17,False,text3620,branch3620,2023-02-22 12:53:54.668511,73,True
text3621,branch3621,2023-02-22 12:53:54.668514,15,True,text3621,branch3621,2023-02-22 12:53:54.668516,13,True
text3622,branch3622,2023-02-22 12:53:54.668518,44,True,text3622,branch3622,2023-02-22 12:53:54.668520,89,False
text3623,branch3623,2023-02-22 12:53:54.668522,25,True,text3623,branch3623,2023-02-22 12:53:54.668525,93,False
text3624,branch3624,2023-02-22 12:53:54.668527,49,True,text3624,branch3624,2023-02-22 12:53:54.668529,86,True
text3625,branch3625,2023-02-22 12:53:54.668534,72,True,text3625,branch3625,2023-02-22 12:53:54.668536,91,True
text3626,branch3626,2023-02-22 12:53:54.668539,83,True,text3626,branch3626,2023-02-22 12:53:54.668541,61,False
text3627,branch3627,2023-02-22 12:53:54.668544,22,True,text3627,branch3627,2023-02-22 12:53:54.668546,70,False
text3628,branch3628,2023-02-22 12:53:54.668548,47,True,text3628,branch3628,2023-02-22 12:53:54.668550,35,True
text3629,branch3629,2023-02-22 12:53:54.668552,83,False,text3629,branch3629,2023-02-22 12:53:54.668555,50,False
text3630,branch3630,2023-02-22 12:53:54.668557,67,True,text3630,branch3630,2023-02-22 12:53:54.668559,67,False
text3631,branch3631,2023-02-22 12:53:54.668561,90,True,text3631,branch3631,2023-02-22 12:53:54.668564,19,True
text3632,branch3632,2023-02-22 12:53:54.668569,70,False,text3632,branch3632,2023-02-22 12:53:54.668571,63,True
text3633,branch3633,2023-02-22 12:53:54.668574,73,True,text3633,branch3633,2023-02-22 12:53:54.668576,59,True
text3634,branch3634,2023-02-22 12:53:54.668578,19,False,text3634,branch3634,2023-02-22 12:53:54.668580,20,True
text3635,branch3635,2023-02-22 12:53:54.668582,16,False,text3635,branch3635,2023-02-22 12:53:54.668585,77,False
text3636,branch3636,2023-02-22 12:53:54.668587,77,True,text3636,branch3636,2023-02-22 12:53:54.668589,12,False
text3637,branch3637,2023-02-22 12:53:54.668592,81,False,text3637,branch3637,2023-02-22 12:53:54.668596,10,True
text3638,branch3638,2023-02-22 12:53:54.668599,51,False,text3638,branch3638,2023-02-22 12:53:54.668601,45,True
text3639,branch3639,2023-02-22 12:53:54.668604,12,True,text3639,branch3639,2023-02-22 12:53:54.668606,100,False
text3640,branch3640,2023-02-22 12:53:54.668609,85,True,text3640,branch3640,2023-02-22 12:53:54.668611,76,False
text3641,branch3641,2023-02-22 12:53:54.668613,88,False,text3641,branch3641,2023-02-22 12:53:54.668615,22,True
text3642,branch3642,2023-02-22 12:53:54.668618,53,True,text3642,branch3642,2023-02-22 12:53:54.668620,29,False
text3643,branch3643,2023-02-22 12:53:54.668622,58,True,text3643,branch3643,2023-02-22 12:53:54.668624,28,True
text3644,branch3644,2023-02-22 12:53:54.668627,65,False,text3644,branch3644,2023-02-22 12:53:54.668630,21,False
text3645,branch3645,2023-02-22 12:53:54.668632,96,True,text3645,branch3645,2023-02-22 12:53:54.668634,58,True
text3646,branch3646,2023-02-22 12:53:54.668637,54,False,text3646,branch3646,2023-02-22 12:53:54.668639,65,False
text3647,branch3647,2023-02-22 12:53:54.668641,19,False,text3647,branch3647,2023-02-22 12:53:54.668643,60,True
text3648,branch3648,2023-02-22 12:53:54.668646,60,True,text3648,branch3648,2023-02-22 12:53:54.668648,53,False
text3649,branch3649,2023-02-22 12:53:54.668650,94,False,text3649,branch3649,2023-02-22 12:53:54.668652,14,False
text3650,branch3650,2023-02-22 12:53:54.668657,55,False,text3650,branch3650,2023-02-22 12:53:54.668659,48,True
text3651,branch3651,2023-02-22 12:53:54.668662,98,False,text3651,branch3651,2023-02-22 12:53:54.668664,71,False
text3652,branch3652,2023-02-22 12:53:54.668666,33,False,text3652,branch3652,2023-02-22 12:53:54.668668,20,False
text3653,branch3653,2023-02-22 12:53:54.668671,68,False,text3653,branch3653,2023-02-22 12:53:54.668673,21,False
text3654,branch3654,2023-02-22 12:53:54.668675,94,False,text3654,branch3654,2023-02-22 12:53:54.668677,83,False
text3655,branch3655,2023-02-22 12:53:54.668679,32,False,text3655,branch3655,2023-02-22 12:53:54.668682,30,False
text3656,branch3656,2023-02-22 12:53:54.668684,16,True,text3656,branch3656,2023-02-22 12:53:54.668686,35,False
text3657,branch3657,2023-02-22 12:53:54.668689,39,True,text3657,branch3657,2023-02-22 12:53:54.668691,32,True
text3658,branch3658,2023-02-22 12:53:54.668693,35,True,text3658,branch3658,2023-02-22 12:53:54.668695,95,True
text3659,branch3659,2023-02-22 12:53:54.668697,63,False,text3659,branch3659,2023-02-22 12:53:54.668699,80,True
text3660,branch3660,2023-02-22 12:53:54.668702,45,False,text3660,branch3660,2023-02-22 12:53:54.668704,49,True
text3661,branch3661,2023-02-22 12:53:54.668711,53,True,text3661,branch3661,2023-02-22 12:53:54.668713,63,True
text3662,branch3662,2023-02-22 12:53:54.668715,91,True,text3662,branch3662,2023-02-22 12:53:54.668720,15,True
text3663,branch3663,2023-02-22 12:53:54.668722,17,True,text3663,branch3663,2023-02-22 12:53:54.668724,31,True
text3664,branch3664,2023-02-22 12:53:54.668727,67,False,text3664,branch3664,2023-02-22 12:53:54.668729,12,False
text3665,branch3665,2023-02-22 12:53:54.668731,50,False,text3665,branch3665,2023-02-22 12:53:54.668734,37,False
text3666,branch3666,2023-02-22 12:53:54.668736,15,False,text3666,branch3666,2023-02-22 12:53:54.668738,55,False
text3667,branch3667,2023-02-22 12:53:54.668741,77,False,text3667,branch3667,2023-02-22 12:53:54.668743,53,True
